domain,dateAdd,length,tld,hasNum,hasDash,isAlive
0-1.trade,2021-07-20,2,trade,1,1
0-co2-wein.com,2021-07-20,9,com,1,1
0009cq.com,2021-07-20,5,com,1,0
000wadachi.com,2021-07-20,9,com,1,0
000webhoster.com,2021-07-20,11,com,1,0
001149.com,2021-07-20,5,com,1,0
00145.com,2021-07-20,4,com,1,0
0015edc.online,2021-07-20,6,online,1,0
00291.net,2021-07-20,4,net,1,0
002ok.xyz,2021-07-20,4,xyz,1,0
003156.com,2021-07-20,5,com,1,0
0038market.xyz,2021-07-20,9,xyz,1,0
003dnf.com,2021-07-20,5,com,1,0
006056.com,2021-07-20,5,com,1,0
006156.com,2021-07-20,5,com,1,0
00798.net,2021-07-20,4,net,1,0
0081sa.com,2021-07-20,5,com,1,0
008256.com,2021-07-20,5,com,1,0
00850.net,2021-07-20,4,net,1,0
00855.net,2021-07-20,4,net,1,0
00856.net,2021-07-20,4,net,1,0
009969.com,2021-07-20,5,com,1,0
00hib.xyz,2021-07-20,4,xyz,1,0
00issb.xyz,2021-07-20,5,xyz,1,0
00se.xyz,2021-07-20,3,xyz,1,0
00smj.com,2021-07-20,4,com,1,0
0101options.com,2021-07-20,10,com,1,0
010display.com,2021-07-20,9,com,1,0
010xinxi.com,2021-07-20,7,com,1,0
011ds.com,2021-07-20,4,com,1,0
0168500app.com,2021-07-20,9,com,1,0
017zg.com,2021-07-20,4,com,1,0
01834900055.com,2021-07-20,10,com,1,0
01time.net,2021-07-20,5,net,1,0
01top.net,2021-07-20,4,net,1,0
01z9ix7zwmg.net,2021-07-20,10,net,1,0
0205246.com,2021-07-20,6,com,1,0
0205266.com,2021-07-20,6,com,1,0
0205278.com,2021-07-20,6,com,1,0
020e.net,2021-07-20,3,net,1,0
021digital.com,2021-07-20,9,com,1,0
021fanyi.net,2021-07-20,7,net,1,0
021ktwxw.com,2021-07-20,7,com,1,0
021tianyuan.com,2021-07-20,10,com,1,0
0231069gay.com,2021-07-20,9,com,1,0
023jlgdst.com,2021-07-20,8,com,1,0
024dvd.com,2021-07-20,5,com,1,0
024shunda.com,2021-07-20,8,com,1,0
025dns.com,2021-07-20,5,com,1,0
0278484.com,2021-07-20,6,com,1,0
027comic.com,2021-07-20,7,com,1,0
027tuozhan.net,2021-07-20,9,net,1,0
028dsart.com,2021-07-20,7,com,1,0
028law.net,2021-07-20,5,net,1,0
028lvneng.com,2021-07-20,8,com,1,0
02bz.xyz,2021-07-20,3,xyz,1,0
02fmmart.xyz,2021-07-20,7,xyz,1,0
02gou.com,2021-07-20,4,com,1,0
0310dy.com,2021-07-20,5,com,1,0
0316qh.com,2021-07-20,5,com,1,0
03196688.com,2021-07-20,7,com,1,0
0339411661.com,2021-07-20,9,com,1,0
0371-67573388.com,2021-07-20,12,com,1,1
